user_id,last_buy,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
42726,2025-03-08 19:27:39,1,283.83,23,1,2,1,4,流失风险用户
42730,2025-03-08 10:18:55,1,478.84,23,1,2,2,5,流失风险用户
42733,2025-03-12 10:17:54,1,225.37,19,2,2,1,5,流失风险用户
42736,2025-03-14 07:28:13,1,454.43,17,2,2,2,6,流失风险用户
42737,2025-03-10 14:54:11,1,447.98,21,2,2,2,6,流失风险用户
42738,2025-03-01 18:26:47,1,144.64,30,1,2,1,4,流失风险用户
42741,2025-03-27 18:36:57,3,1861.01,4,5,5,5,15,高价值用户
42742,2025-03-18 15:48:33,1,396.59,13,3,2,2,7,流失风险用户
42745,2025-03-28 18:51:08,2,245.71,3,5,4,1,10,潜力用户
42747,2025-03-24 10:06:15,1,654.08,7,4,2,3,9,潜力用户
42749,2025-03-27 19:32:02,1,626.19,4,5,2,3,10,潜力用户
42753,2025-03-01 11:27:22,1,300.52,30,1,2,1,4,流失风险用户
42756,2025-03-27 11:13:38,2,950.23,4,5,4,4,13,高价值用户
42757,2025-03-16 11:00:08,1,311.65,15,3,2,1,6,流失风险用户
42759,2025-03-18 09:40:59,1,77.83,13,3,2,1,6,流失风险用户
42764,2025-03-29 02:10:23,2,862.63,2,5,4,4,13,高价值用户
42769,2025-03-13 23:10:20,1,449.99,18,2,2,2,6,流失风险用户
42772,2025-03-17 08:45:35,1,64.88,14,3,2,1,6,流失风险用户
42773,2025-03-26 11:14:14,3,1478.3799999999999,5,4,5,5,14,高价值用户
42777,2025-03-03 12:38:47,1,383.12,28,1,2,2,5,流失风险用户
42778,2025-03-02 11:09:05,1,501.1,29,1,2,2,5,流失风险用户
42779,2025-03-24 13:19:52,1,46.28,7,4,2,1,7,流失风险用户
42783,2025-03-26 09:56:46,1,457.37,5,4,2,2,8,流失风险用户
42793,2025-03-20 21:27:43,1,28.28,11,3,2,1,6,流失风险用户
42794,2025-03-10 08:48:35,2,1213.28,21,2,4,4,10,流失风险用户
42795,2025-03-02 23:26:47,1,216.75,29,1,2,1,4,流失风险用户
42798,2025-03-18 00:16:28,1,225.13,13,3,2,1,6,流失风险用户
42803,2025-03-28 01:06:36,1,808.2,3,5,2,3,10,潜力用户
42807,2025-03-20 01:12:11,3,1502.1000000000001,11,3,5,5,13,潜力用户
42809,2025-03-26 11:11:24,1,999.79,5,4,2,4,10,潜力用户
42814,2025-03-06 22:40:43,1,567.82,25,1,2,2,5,流失风险用户
42819,2025-03-12 17:31:15,1,903.53,19,2,2,4,8,流失风险用户
42821,2025-03-30 15:10:53,1,205.64,1,5,2,1,8,流失风险用户
42823,2025-03-16 19:04:12,1,832.05,15,3,2,3,8,潜力用户
42824,2025-03-27 13:52:17,2,1156.87,4,5,4,4,13,高价值用户
42827,2025-03-24 06:15:33,1,269.3,7,4,2,1,7,流失风险用户
42829,2025-03-23 04:18:07,2,1613.66,8,4,4,5,13,高价值用户
42830,2025-03-07 06:00:52,1,822.72,24,1,2,3,6,流失风险用户
42831,2025-03-17 13:17:59,1,132.6,14,3,2,1,6,流失风险用户
42835,2025-03-29 23:01:29,6,3227.12,2,5,5,5,15,高价值用户
42839,2025-03-21 19:14:25,1,762.4,10,3,2,3,8,潜力用户
42841,2025-03-12 23:52:45,1,506.37,19,2,2,2,6,流失风险用户
42842,2025-03-27 03:31:30,1,272.69,4,5,2,1,8,流失风险用户
42843,2025-03-08 18:45:29,1,176.07,23,1,2,1,4,流失风险用户
42846,2025-03-23 07:47:19,2,1223.54,8,4,4,4,12,高价值用户
42849,2025-03-20 21:39:38,1,601.61,11,3,2,2,7,流失风险用户
42850,2025-03-23 00:43:41,2,785.66,8,4,4,3,11,潜力用户
42854,2025-03-26 09:58:33,2,264.40999999999997,5,4,4,1,9,潜力用户
42855,2025-03-16 17:40:08,3,1389.6100000000001,15,3,5,5,13,潜力用户
42859,2025-03-30 05:18:19,5,3197.25,1,5,5,5,15,高价值用户
42861,2025-03-10 10:35:45,1,848.52,21,2,2,3,7,流失风险用户
42868,2025-03-21 01:02:12,2,1230.8999999999999,10,3,4,4,11,潜力用户
42869,2025-03-02 11:19:02,1,605.95,29,1,2,2,5,流失风险用户
42873,2025-03-24 12:49:43,1,491.36,7,4,2,2,8,流失风险用户
42876,2025-03-27 15:16:17,6,3708.95,4,5,5,5,15,高价值用户
42880,2025-03-12 08:28:22,2,1610.44,19,2,4,5,11,流失风险用户
42890,2025-03-29 19:27:01,2,1631.03,2,5,4,5,14,高价值用户
42894,2025-03-07 07:57:12,1,1054.71,24,1,2,4,7,流失风险用户
42899,2025-03-17 02:30:06,1,910.62,14,3,2,4,9,潜力用户
42913,2025-03-13 20:53:17,1,977.99,18,2,2,4,8,流失风险用户
42914,2025-03-26 09:11:31,1,431.59,5,4,2,2,8,流失风险用户
42928,2025-03-14 20:34:26,2,602.47,17,2,4,2,8,流失风险用户
42930,2025-03-13 17:47:19,1,720.21,18,2,2,3,7,流失风险用户
42931,2025-03-23 12:26:59,2,637.1999999999999,8,4,4,3,11,潜力用户
42936,2025-03-20 15:24:36,1,55.56,11,3,2,1,6,流失风险用户
42943,2025-03-17 16:03:31,1,1040.01,14,3,2,4,9,潜力用户
42945,2025-03-22 13:25:33,5,2209.5499999999997,9,4,5,5,14,高价值用户
42946,2025-03-12 20:25:07,1,632.66,19,2,2,3,7,流失风险用户
42948,2025-03-10 14:46:32,1,699.68,21,2,2,3,7,流失风险用户
42954,2025-03-24 07:26:20,1,554.26,7,4,2,2,8,流失风险用户
42955,2025-03-29 12:07:12,2,710.72,2,5,4,3,12,潜力用户
42960,2025-03-27 10:10:03,4,2498.95,4,5,5,5,15,高价值用户
42964,2025-03-27 17:12:22,2,1304.06,4,5,4,4,13,高价值用户
42969,2025-03-27 05:16:50,1,207.19,4,5,2,1,8,流失风险用户
42970,2025-03-10 18:54:10,1,31.21,21,2,2,1,5,流失风险用户
42971,2025-03-21 07:40:20,1,433.47,10,3,2,2,7,流失风险用户
42977,2025-03-12 05:32:18,2,983.7,19,2,4,4,10,流失风险用户
42979,2025-03-10 11:50:26,1,486.84,21,2,2,2,6,流失风险用户
42986,2025-03-09 12:47:56,1,833.9,22,2,2,3,7,流失风险用户
42989,2025-03-28 18:30:14,4,2142.19,3,5,5,5,15,高价值用户
42990,2025-03-08 06:51:51,2,1523.8400000000001,23,1,4,5,10,流失风险用户
42992,2025-03-10 01:48:54,3,2144.78,21,2,5,5,12,流失风险用户
43007,2025-03-27 13:42:57,6,3187.6000000000004,4,5,5,5,15,高价值用户
43012,2025-03-22 05:27:34,1,464.17,9,4,2,2,8,流失风险用户
43015,2025-03-15 10:33:42,1,414.11,16,2,2,2,6,流失风险用户
43017,2025-03-25 10:56:16,1,690.76,6,4,2,3,9,潜力用户
43020,2025-03-26 00:42:36,1,405.08,5,4,2,2,8,流失风险用户
43021,2025-03-30 05:13:06,2,958.8599999999999,1,5,4,4,13,高价值用户
43025,2025-03-04 15:01:47,1,495.88,27,1,2,2,5,流失风险用户
43026,2025-03-05 08:44:39,2,934.59,26,1,4,4,9,流失风险用户
43028,2025-03-23 00:15:19,1,295.02,8,4,2,1,7,流失风险用户
43029,2025-03-16 01:53:21,1,64.32,15,3,2,1,6,流失风险用户
43031,2025-03-19 12:28:15,1,946.05,12,3,2,4,9,潜力用户
43033,2025-03-24 13:52:06,13,8161.26,7,4,5,5,14,高价值用户
43040,2025-03-22 14:14:45,1,583.73,9,4,2,2,8,流失风险用户
43042,2025-03-26 09:47:02,2,1242.4099999999999,5,4,4,4,12,高价值用户
43046,2025-03-28 04:30:19,4,1656.7199999999998,3,5,5,5,15,高价值用户
43059,2025-03-13 01:40:37,1,515.12,18,2,2,2,6,流失风险用户
43060,2025-03-01 21:36:58,1,718.12,30,1,2,3,6,流失风险用户
43061,2025-03-24 04:46:44,1,63.13,7,4,2,1,7,流失风险用户
43063,2025-03-05 21:48:22,1,138.07,26,1,2,1,4,流失风险用户
43065,2025-03-16 05:41:38,1,539.08,15,3,2,2,7,流失风险用户
43070,2025-03-02 11:24:40,1,187.89,29,1,2,1,4,流失风险用户
43077,2025-03-21 13:39:58,1,261.18,10,3,2,1,6,流失风险用户
43079,2025-03-12 08:31:52,1,541.51,19,2,2,2,6,流失风险用户
43086,2025-03-30 07:11:01,1,522.27,1,5,2,2,9,流失风险用户
43087,2025-03-12 16:53:51,1,812.27,19,2,2,3,7,流失风险用户
43088,2025-03-01 04:01:03,1,189.55,30,1,2,1,4,流失风险用户
43092,2025-03-27 23:30:59,6,3765.74,4,5,5,5,15,高价值用户
43096,2025-03-21 19:38:31,3,1411.97,10,3,5,5,13,潜力用户
43100,2025-03-23 07:09:23,2,1076.57,8,4,4,4,12,高价值用户
43103,2025-03-23 18:41:45,1,141.84,8,4,2,1,7,流失风险用户
43109,2025-03-16 14:17:00,2,773.46,15,3,4,3,10,潜力用户
43111,2025-03-30 18:28:51,1,495.07,1,5,2,2,9,流失风险用户
43113,2025-03-15 16:39:21,1,227.79,16,2,2,1,5,流失风险用户
43115,2025-03-16 12:31:12,1,1069.55,15,3,2,4,9,潜力用户
43120,2025-03-04 17:06:37,1,28.66,27,1,2,1,4,流失风险用户
43122,2025-03-01 10:52:32,2,640.27,30,1,4,3,8,流失风险用户
43123,2025-03-27 01:01:11,2,1180.04,4,5,4,4,13,高价值用户
43135,2025-03-30 21:49:32,1,495.04,1,5,2,2,9,流失风险用户
43138,2025-03-09 19:08:30,1,763.93,22,2,2,3,7,流失风险用户
43141,2025-03-11 07:18:25,2,1240.49,20,2,4,4,10,流失风险用户
43143,2025-03-13 15:53:48,5,2632.19,18,2,5,5,12,流失风险用户
43147,2025-03-05 13:36:15,2,1047.2,26,1,4,4,9,流失风险用户
43150,2025-03-18 00:32:51,1,659.66,13,3,2,3,8,潜力用户
43151,2025-03-23 06:19:51,4,2608.39,8,4,5,5,14,高价值用户
43156,2025-03-03 19:03:29,1,171.18,28,1,2,1,4,流失风险用户
43157,2025-03-28 15:03:52,3,1443.44,3,5,5,5,15,高价值用户
43161,2025-03-03 23:42:51,1,294.95,28,1,2,1,4,流失风险用户
43164,2025-03-29 03:37:42,3,1655.7499999999998,2,5,5,5,15,高价值用户
43165,2025-03-29 11:43:48,1,903.92,2,5,2,4,11,潜力用户
43167,2025-03-30 19:16:21,1,949.16,1,5,2,4,11,潜力用户
43170,2025-03-26 20:24:03,2,660.14,5,4,4,3,11,潜力用户
43172,2025-03-11 16:30:32,1,230.73,20,2,2,1,5,流失风险用户
43175,2025-03-04 12:33:24,1,733.63,27,1,2,3,6,流失风险用户
43185,2025-03-25 19:55:45,1,932.07,6,4,2,4,10,潜力用户
43187,2025-03-30 01:48:18,1,316.89,1,5,2,1,8,流失风险用户
43197,2025-03-30 20:10:32,3,1087.66,1,5,5,4,14,高价值用户
43198,2025-03-25 05:33:31,2,1246.98,6,4,4,4,12,高价值用户
43200,2025-03-22 10:23:48,2,442.82,9,4,4,2,10,潜力用户
43205,2025-03-12 06:18:09,2,1558.87,19,2,4,5,11,流失风险用户
43214,2025-03-26 22:17:23,2,1086.34,5,4,4,4,12,高价值用户
43215,2025-03-24 02:23:48,3,2205.19,7,4,5,5,14,高价值用户
43220,2025-03-14 18:48:16,1,1062.17,17,2,2,4,8,流失风险用户
43221,2025-03-02 22:37:10,1,395.48,29,1,2,2,5,流失风险用户
43225,2025-03-16 09:10:12,1,829.3,15,3,2,3,8,潜力用户
43226,2025-03-10 07:48:53,2,1460.4,21,2,4,5,11,流失风险用户
43229,2025-03-23 06:36:38,1,847.19,8,4,2,3,9,潜力用户
43243,2025-03-01 19:25:10,1,904.84,30,1,2,4,7,流失风险用户
43248,2025-03-08 05:38:40,1,707.45,23,1,2,3,6,流失风险用户
43251,2025-03-30 22:18:09,449,239255.08,1,5,5,5,15,高价值用户
43258,2025-03-06 13:27:23,1,65.78,25,1,2,1,4,流失风险用户
43259,2025-03-24 00:45:42,1,1081.2,7,4,2,4,10,潜力用户
43260,2025-03-01 03:25:38,1,12.29,30,1,2,1,4,流失风险用户
43264,2025-03-02 17:51:48,1,841.81,29,1,2,3,6,流失风险用户
43265,2025-03-28 11:08:18,11,4763.9800000000005,3,5,5,5,15,高价值用户
43267,2025-03-27 09:07:51,1,32.88,4,5,2,1,8,流失风险用户
43271,2025-03-04 19:36:57,1,738.17,27,1,2,3,6,流失风险用户
43276,2025-03-25 10:35:55,5,3302.18,6,4,5,5,14,高价值用户
43278,2025-03-17 00:53:39,1,1046.31,14,3,2,4,9,潜力用户
43283,2025-03-25 08:59:27,1,93.05,6,4,2,1,7,流失风险用户
43287,2025-03-29 21:26:06,1,328.2,2,5,2,2,9,流失风险用户
43292,2025-03-10 10:03:24,1,424.45,21,2,2,2,6,流失风险用户
43293,2025-03-22 00:56:52,2,578.54,9,4,4,2,10,潜力用户
43301,2025-03-03 21:23:12,1,96.85,28,1,2,1,4,流失风险用户
43302,2025-03-06 05:13:28,1,793.49,25,1,2,3,6,流失风险用户
43305,2025-03-24 07:56:56,4,1846.66,7,4,5,5,14,高价值用户
43306,2025-03-29 23:45:30,2,537.65,2,5,4,2,11,潜力用户
43308,2025-03-11 02:50:13,2,1287.96,20,2,4,4,10,流失风险用户
43310,2025-03-18 17:47:46,2,154.52,13,3,4,1,8,潜力用户
43316,2025-03-12 20:47:29,1,273.27,19,2,2,1,5,流失风险用户
43336,2025-03-28 11:30:47,1,404.98,3,5,2,2,9,流失风险用户
43340,2025-03-26 09:07:32,1,202.1,5,4,2,1,7,流失风险用户
43349,2025-03-21 03:08:35,2,1441.95,10,3,4,5,12,潜力用户
43351,2025-03-21 14:22:17,4,1938.8,10,3,5,5,13,潜力用户
43354,2025-03-18 06:18:51,1,230.5,13,3,2,1,6,流失风险用户
43362,2025-03-15 12:34:43,1,573.57,16,2,2,2,6,流失风险用户
43365,2025-03-27 16:14:09,4,2061.51,4,5,5,5,15,高价值用户
43366,2025-03-16 04:28:52,1,739.43,15,3,2,3,8,潜力用户
43368,2025-03-23 15:31:27,1,581.46,8,4,2,2,8,流失风险用户
43378,2025-03-01 11:25:13,1,83.36,30,1,2,1,4,流失风险用户
43381,2025-03-17 23:27:58,1,211.41,14,3,2,1,6,流失风险用户
43385,2025-03-27 04:02:52,5,2298.55,4,5,5,5,15,高价值用户
43386,2025-03-06 02:01:18,1,327.6,25,1,2,2,5,流失风险用户
43387,2025-03-25 10:02:57,3,1449.58,6,4,5,5,14,高价值用户
43389,2025-03-10 16:38:28,1,87.43,21,2,2,1,5,流失风险用户
43394,2025-03-29 20:30:35,2,632.67,2,5,4,3,12,潜力用户
43397,2025-03-23 07:00:30,2,1204.07,8,4,4,4,12,高价值用户
43399,2025-03-05 10:38:27,1,860.37,26,1,2,3,6,流失风险用户
43402,2025-03-26 00:13:26,1,985.52,5,4,2,4,10,潜力用户
43403,2025-03-27 06:48:39,2,1173.31,4,5,4,4,13,高价值用户
43405,2025-03-15 19:24:59,2,637.25,16,2,4,3,9,流失风险用户
43406,2025-03-21 11:26:10,1,558.53,10,3,2,2,7,流失风险用户
43408,2025-03-27 09:22:38,1,913.15,4,5,2,4,11,潜力用户
43413,2025-03-13 16:24:17,1,448.95,18,2,2,2,6,流失风险用户
43415,2025-03-28 10:50:51,4,2320.0,3,5,5,5,15,高价值用户
43420,2025-03-27 02:22:57,1,619.84,4,5,2,3,10,潜力用户
43423,2025-03-27 09:32:31,5,2403.5,4,5,5,5,15,高价值用户
43428,2025-03-25 08:01:49,6,4260.02,6,4,5,5,14,高价值用户
43429,2025-03-17 16:18:17,1,293.55,14,3,2,1,6,流失风险用户
43431,2025-03-26 19:40:01,2,1699.0300000000002,5,4,4,5,13,高价值用户
43432,2025-03-13 11:52:56,1,807.5,18,2,2,3,7,流失风险用户
43433,2025-03-26 10:08:52,1,320.08,5,4,2,2,8,流失风险用户
43434,2025-03-27 20:22:25,1,399.27,4,5,2,2,9,流失风险用户
43436,2025-03-21 00:28:03,3,2162.8,10,3,5,5,13,潜力用户
43437,2025-03-15 22:56:51,1,653.08,16,2,2,3,7,流失风险用户
43438,2025-03-16 21:20:01,1,692.68,15,3,2,3,8,潜力用户
43439,2025-03-19 03:13:00,2,302.20000000000005,12,3,4,1,8,潜力用户
43445,2025-03-25 08:53:57,2,1322.9099999999999,6,4,4,4,12,高价值用户
43453,2025-03-30 06:29:10,5,3475.5,1,5,5,5,15,高价值用户
43455,2025-03-19 05:41:40,1,436.41,12,3,2,2,7,流失风险用户
43457,2025-03-21 14:05:30,1,733.43,10,3,2,3,8,潜力用户
43469,2025-03-23 20:31:27,1,767.9,8,4,2,3,9,潜力用户
43470,2025-03-26 11:53:20,4,1759.52,5,4,5,5,14,高价值用户
43471,2025-03-29 07:09:59,3,1332.8600000000001,2,5,5,4,14,高价值用户
43473,2025-03-27 21:54:33,1,1111.05,4,5,2,4,11,潜力用户
43475,2025-03-23 20:02:21,2,332.9,8,4,4,2,10,潜力用户
43477,2025-03-10 09:51:04,1,147.46,21,2,2,1,5,流失风险用户
43481,2025-03-20 21:49:18,1,73.24,11,3,2,1,6,流失风险用户
43482,2025-03-28 22:56:59,1,54.52,3,5,2,1,8,流失风险用户
43486,2025-03-04 13:58:55,1,137.24,27,1,2,1,4,流失风险用户
43494,2025-03-08 03:43:50,1,268.11,23,1,2,1,4,流失风险用户
43504,2025-03-28 06:22:21,9,4870.35,3,5,5,5,15,高价值用户
43507,2025-03-28 13:41:08,1,105.09,3,5,2,1,8,流失风险用户
43512,2025-03-27 15:13:48,1,218.51,4,5,2,1,8,流失风险用户
43513,2025-03-22 20:02:32,1,475.74,9,4,2,2,8,流失风险用户
43516,2025-03-18 20:28:55,1,396.95,13,3,2,2,7,流失风险用户
43527,2025-03-28 20:54:31,7,5022.73,3,5,5,5,15,高价值用户
43532,2025-03-09 08:36:19,1,318.2,22,2,2,1,5,流失风险用户
43534,2025-03-02 12:29:51,1,91.23,29,1,2,1,4,流失风险用户
43539,2025-03-15 16:05:36,2,810.5999999999999,16,2,4,3,9,流失风险用户
43541,2025-03-29 18:28:45,1,421.51,2,5,2,2,9,流失风险用户
43542,2025-03-30 18:09:08,6,2264.7,1,5,5,5,15,高价值用户
43544,2025-03-17 13:24:39,1,112.0,14,3,2,1,6,流失风险用户
43547,2025-03-15 16:22:49,1,24.32,16,2,2,1,5,流失风险用户
43549,2025-03-19 17:52:33,1,476.38,12,3,2,2,7,流失风险用户
43553,2025-03-26 15:42:29,2,813.5799999999999,5,4,4,3,11,潜力用户
43554,2025-03-04 20:20:37,1,742.71,27,1,2,3,6,流失风险用户
43562,2025-03-09 17:07:46,1,268.43,22,2,2,1,5,流失风险用户
43564,2025-03-26 21:14:55,1,815.92,5,4,2,3,9,潜力用户
43566,2025-03-28 22:49:11,1,653.72,3,5,2,3,10,潜力用户
43571,2025-03-24 16:18:14,1,20.62,7,4,2,1,7,流失风险用户
43576,2025-03-14 02:06:15,1,400.43,17,2,2,2,6,流失风险用户
43581,2025-03-20 23:13:37,1,597.9,11,3,2,2,7,流失风险用户
43586,2025-03-15 20:11:13,2,488.32000000000005,16,2,4,2,8,流失风险用户
43593,2025-03-26 12:14:35,3,1590.62,5,4,5,5,14,高价值用户
43595,2025-03-05 23:52:09,1,126.81,26,1,2,1,4,流失风险用户
43597,2025-03-16 08:22:53,1,244.37,15,3,2,1,6,流失风险用户
43599,2025-03-28 02:58:23,1,417.05,3,5,2,2,9,流失风险用户
43601,2025-03-29 08:49:22,3,1925.8999999999999,2,5,5,5,15,高价值用户
43603,2025-03-01 16:58:47,1,256.91,30,1,2,1,4,流失风险用户
43606,2025-03-22 01:25:46,4,2023.3899999999999,9,4,5,5,14,高价值用户
43609,2025-03-21 05:41:18,1,584.04,10,3,2,2,7,流失风险用户
43612,2025-03-22 07:19:23,4,1584.17,9,4,5,5,14,高价值用户
43617,2025-03-23 02:42:57,2,2080.75,8,4,4,5,13,高价值用户
43622,2025-03-30 00:08:35,1,489.42,1,5,2,2,9,流失风险用户
43623,2025-03-19 16:49:02,2,971.74,12,3,4,4,11,潜力用户
43626,2025-03-03 02:59:32,1,169.32,28,1,2,1,4,流失风险用户
43633,2025-03-17 14:24:54,1,791.95,14,3,2,3,8,潜力用户
43636,2025-03-14 17:24:17,1,311.63,17,2,2,1,5,流失风险用户
43638,2025-03-29 02:56:51,3,933.1800000000001,2,5,5,4,14,高价值用户
43644,2025-03-09 19:07:28,1,649.85,22,2,2,3,7,流失风险用户
43646,2025-03-25 00:12:52,16,7653.86,6,4,5,5,14,高价值用户
43647,2025-03-28 23:43:49,1,543.62,3,5,2,2,9,流失风险用户
43648,2025-03-12 07:35:48,1,85.83,19,2,2,1,5,流失风险用户
43649,2025-03-30 22:11:48,228,121595.5,1,5,5,5,15,高价值用户
43651,2025-03-14 12:28:23,1,209.99,17,2,2,1,5,流失风险用户
43652,2025-03-23 17:09:56,1,523.29,8,4,2,2,8,流失风险用户
43661,2025-03-16 09:42:18,1,49.89,15,3,2,1,6,流失风险用户
43662,2025-03-06 21:31:36,1,199.56,25,1,2,1,4,流失风险用户
43665,2025-03-30 22:45:57,1,47.31,1,5,2,1,8,流失风险用户
43666,2025-03-01 22:14:46,1,634.23,30,1,2,3,6,流失风险用户
43668,2025-03-29 19:01:37,1,306.51,2,5,2,1,8,流失风险用户
43671,2025-03-13 19:40:59,2,1035.5,18,2,4,4,10,流失风险用户
43680,2025-03-11 05:20:26,1,42.17,20,2,2,1,5,流失风险用户
43688,2025-03-13 19:12:52,1,175.63,18,2,2,1,5,流失风险用户
43690,2025-03-27 03:54:15,8,4104.0,4,5,5,5,15,高价值用户
43695,2025-03-09 20:10:33,1,713.22,22,2,2,3,7,流失风险用户
43697,2025-03-07 13:15:45,1,889.9,24,1,2,4,7,流失风险用户
43702,2025-03-13 04:24:14,1,519.74,18,2,2,2,6,流失风险用户
43707,2025-03-23 22:42:15,1,1020.94,8,4,2,4,10,潜力用户
43709,2025-03-17 12:37:36,1,1083.42,14,3,2,4,9,潜力用户
43711,2025-03-22 00:26:51,2,789.45,9,4,4,3,11,潜力用户
43714,2025-03-03 06:56:41,1,323.92,28,1,2,2,5,流失风险用户
43722,2025-03-16 08:06:51,1,509.75,15,3,2,2,7,流失风险用户
43723,2025-03-05 18:05:39,1,154.34,26,1,2,1,4,流失风险用户
43735,2025-03-30 00:46:17,43,20601.73,1,5,5,5,15,高价值用户
43738,2025-03-22 06:02:10,1,560.64,9,4,2,2,8,流失风险用户
43743,2025-03-30 03:33:50,1,90.8,1,5,2,1,8,流失风险用户
43744,2025-03-01 23:19:56,1,460.19,30,1,2,2,5,流失风险用户
43748,2025-03-30 13:00:22,9,3741.89,1,5,5,5,15,高价值用户
43758,2025-03-05 11:57:03,1,451.21,26,1,2,2,5,流失风险用户
43759,2025-03-11 08:46:50,1,700.74,20,2,2,3,7,流失风险用户
43767,2025-03-24 22:29:39,1,863.76,7,4,2,4,10,潜力用户
43770,2025-03-01 22:13:00,1,733.02,30,1,2,3,6,流失风险用户
43776,2025-03-29 08:16:49,1,604.48,2,5,2,2,9,流失风险用户
43778,2025-03-03 09:13:59,1,556.3,28,1,2,2,5,流失风险用户
43781,2025-03-25 08:16:10,1,381.58,6,4,2,2,8,流失风险用户
43786,2025-03-03 07:50:19,1,784.2,28,1,2,3,6,流失风险用户
43803,2025-03-10 12:43:29,2,863.48,21,2,4,4,10,流失风险用户
43805,2025-03-12 00:41:28,1,854.56,19,2,2,3,7,流失风险用户
43807,2025-03-27 17:20:05,2,179.51,4,5,4,1,10,潜力用户
43810,2025-03-07 19:58:42,2,521.0,24,1,4,2,7,流失风险用户
43812,2025-03-17 07:36:19,2,1346.37,14,3,4,5,12,潜力用户
43816,2025-03-23 23:27:54,1,668.91,8,4,2,3,9,潜力用户
43817,2025-03-09 13:16:47,1,335.47,22,2,2,2,6,流失风险用户
43820,2025-03-30 05:52:32,4,2607.12,1,5,5,5,15,高价值用户
43821,2025-03-16 10:12:06,1,197.71,15,3,2,1,6,流失风险用户
43824,2025-03-18 15:21:34,1,418.94,13,3,2,2,7,流失风险用户
43826,2025-03-28 14:49:48,1,657.36,3,5,2,3,10,潜力用户
43828,2025-03-04 23:19:11,2,1341.89,27,1,4,5,10,流失风险用户
43829,2025-03-28 22:52:01,1,847.31,3,5,2,3,10,潜力用户
43830,2025-03-27 12:27:45,2,1097.47,4,5,4,4,13,高价值用户
43832,2025-03-30 09:02:40,11,4832.88,1,5,5,5,15,高价值用户
43834,2025-03-30 13:52:25,3,2521.96,1,5,5,5,15,高价值用户
43835,2025-03-06 23:50:38,1,294.26,25,1,2,1,4,流失风险用户
43836,2025-03-05 22:34:56,1,1081.62,26,1,2,4,7,流失风险用户
43838,2025-03-11 10:25:44,1,230.76,20,2,2,1,5,流失风险用户
43840,2025-03-07 11:40:45,1,214.71,24,1,2,1,4,流失风险用户
43843,2025-03-10 20:35:22,1,648.08,21,2,2,3,7,流失风险用户
43844,2025-03-25 03:03:22,1,970.54,6,4,2,4,10,潜力用户
43846,2025-03-01 17:29:02,1,653.95,30,1,2,3,6,流失风险用户
43850,2025-03-06 06:53:40,1,480.52,25,1,2,2,5,流失风险用户
43855,2025-03-02 20:33:33,1,736.99,29,1,2,3,6,流失风险用户
43859,2025-03-14 05:57:25,3,1493.43,17,2,5,5,12,流失风险用户
43860,2025-03-20 23:02:18,1,309.78,11,3,2,1,6,流失风险用户
43861,2025-03-18 16:23:04,2,143.91,13,3,4,1,8,潜力用户
43864,2025-03-28 07:50:59,1,823.77,3,5,2,3,10,潜力用户
43874,2025-03-22 06:15:32,1,494.97,9,4,2,2,8,流失风险用户
43875,2025-03-14 08:42:38,4,2675.37,17,2,5,5,12,流失风险用户
43877,2025-03-20 07:40:47,2,1316.82,11,3,4,4,11,潜力用户
43882,2025-03-28 01:46:52,2,1475.22,3,5,4,5,14,高价值用户
43890,2025-03-20 06:36:47,1,917.6,11,3,2,4,9,潜力用户
43895,2025-03-22 00:55:02,6,1782.87,9,4,5,5,14,高价值用户
43903,2025-03-13 21:57:20,1,792.79,18,2,2,3,7,流失风险用户
43904,2025-03-02 17:25:06,1,927.29,29,1,2,4,7,流失风险用户
43913,2025-03-15 05:02:25,1,607.33,16,2,2,3,7,流失风险用户
43919,2025-03-08 12:00:08,1,647.33,23,1,2,3,6,流失风险用户
43924,2025-03-24 22:18:50,8,3428.69,7,4,5,5,14,高价值用户
43931,2025-03-05 19:58:54,1,356.7,26,1,2,2,5,流失风险用户
43934,2025-03-27 05:21:00,5,2450.33,4,5,5,5,15,高价值用户
43936,2025-03-19 23:56:22,2,1331.7599999999998,12,3,4,4,11,潜力用户
43939,2025-03-14 17:04:32,1,208.24,17,2,2,1,5,流失风险用户
43945,2025-03-07 05:56:48,2,895.19,24,1,4,4,9,流失风险用户
43946,2025-03-07 12:07:41,1,72.48,24,1,2,1,4,流失风险用户
43959,2025-03-12 09:50:45,1,790.77,19,2,2,3,7,流失风险用户
43961,2025-03-23 17:27:53,3,2579.96,8,4,5,5,14,高价值用户
43962,2025-03-09 01:52:41,1,326.65,22,2,2,2,6,流失风险用户
43964,2025-03-12 06:57:28,1,431.72,19,2,2,2,6,流失风险用户
43969,2025-03-22 12:55:56,2,1722.82,9,4,4,5,13,高价值用户
43971,2025-03-11 19:23:23,1,1048.53,20,2,2,4,8,流失风险用户
43972,2025-03-17 10:40:44,1,381.22,14,3,2,2,7,流失风险用户
43975,2025-03-29 23:12:42,3,2024.69,2,5,5,5,15,高价值用户
43988,2025-03-10 22:34:32,1,907.98,21,2,2,4,8,流失风险用户
43989,2025-03-25 22:01:49,3,1738.51,6,4,5,5,14,高价值用户
43993,2025-03-30 00:13:54,2,534.14,1,5,4,2,11,潜力用户
